This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"WY-CV-16","DOUGLAS 4.3",-105.4708,42.7313,1577,"COCORAHS","131559"
"OR-TL-4","MANZANITA 0.",-123.9391,45.7235,47,"COCORAHS","131574"
"PA-BD-1","EVERETT 4.1",-78.3610,39.9539,415,"COCORAHS","131723"
"CA-HM-35","EUREKA 2.2 S",-124.1476,40.7642,59,"COCORAHS","131736"
"FL-DV-50","JACKSONVILLE",-81.5210,30.3848,3,"COCORAHS","131738"
"MS-HD-18","JACKSON 6.0",-90.1363,32.3836,91,"COCORAHS","131747"
"TX-GS-31","FREDERICKSBU",-99.0154,30.2254,538,"COCORAHS","131752"
"CO-WE-345","NUNN 1.2 ENE",-104.7595,40.7106,1586,"COCORAHS","131757"
"NY-MD-14","MUNNSVILLE 2",-75.6117,42.9534,308,"COCORAHS","131775"
"KS-SG-71","WICHITA 9.0",-97.1726,37.7033,406,"COCORAHS","131788"
"VA-AC-8","GREENBACKVIL",-75.3978,38.0131,1,"COCORAHS","131818"
"FL-JK-2","ALFORD 0.6 S",-85.3929,30.6872,41,"COCORAHS","131839"
"MT-CT-3","RIDGE 3.8 NE",-104.9763,45.0917,1250,"COCORAHS","131850"
"KS-SW-2","KISMET 0.1 W",-100.7028,37.2050,856,"COCORAHS","131931"
"NH-HL-48","GREENVILLE 1",-71.7799,42.7767,296,"COCORAHS","131932"
"MN-GH-3","LAKE CITY 1.",-92.2907,44.4560,213,"COCORAHS","131942"
"KY-OL-8","LA GRANGE 2.",-85.3570,38.4293,253,"COCORAHS","131945"
"CO-EG-3","EDWARDS 1.3",-106.6199,39.6501,2181,"COCORAHS","132019"
"OK-SQ-1","VIAN 5.3 ENE",-94.8847,35.5290,217,"COCORAHS","132048"
"MO-PL-13","BOLIVAR 9.0",-93.4062,37.7405,280,"COCORAHS","132057"
"AL-CS-7","ALEXANDER CI",-86.0054,32.8021,149,"COCORAHS","132079"
"TN-DV-111","MADISON 1.2",-86.7307,36.2549,169,"COCORAHS","132081"
"CA-SJ-5","LODI 1.0 NNW",-121.3044,38.1360,13,"COCORAHS","132096"
"MD-HW-7","JESSUP 3.0 W",-76.8281,39.1543,97,"COCORAHS","132106"
"NY-CY-14","CAYUGA 4.0 N",-76.7072,42.9752,144,"COCORAHS","132136"
"NC-BC-43","ASHEVILLE 8.",-82.5953,35.6846,638,"COCORAHS","132145"
"OK-WS-4","OCHELATA 5.6",-95.9891,36.6817,218,"COCORAHS","132183"
"NM-SN-45","PLACITAS 3.8",-106.4014,35.3344,1857,"COCORAHS","132281"
"MT-CB-5","RED LODGE 3.",-109.2911,45.1613,1852,"COCORAHS","132303"
"CA-BT-5","OROVILLE 4.8",-121.4770,39.4932,204,"COCORAHS","132334"
"KY-WR-17","BOWLING GREE",-86.4796,36.9189,173,"COCORAHS","132355"
"PA-CD-6","MECHANICSBUR",-77.0142,40.2229,134,"COCORAHS","132356"
"AR-PS-16","NORTH LITTLE",-92.2341,34.7892,107,"COCORAHS","132365"
"ND-BT-3","UPHAM 7.5 NN",-100.8026,48.6770,439,"COCORAHS","132372"
"CA-OR-19","MISSION VIEJ",-117.6442,33.5954,215,"COCORAHS","132384"
"TX-HPK-2","CUMBY 1.5 N",-95.8430,33.1550,188,"COCORAHS","132396"
"FL-LN-47","TALLAHASSEE",-84.1949,30.4425,32,"COCORAHS","132398"
"CA-TL-11","THREE RIVERS",-118.8858,36.4584,308,"COCORAHS","132407"
"UT-CH-19","NORTH LOGAN",-111.7995,41.7690,1447,"COCORAHS","132411"
"IN-WB-18","WABASH 0.3 N",-85.8281,40.8032,232,"COCORAHS","132427"
"TX-TN-79","FORT WORTH 1",-97.4433,32.8746,209,"COCORAHS","132472"
"FL-PT-9","INTERLACHEN",-81.8746,29.6517,30,"COCORAHS","132480"
"TN-FK-15","WINCHESTER 0",-86.1167,35.1885,304,"COCORAHS","132495"
"IL-LG-30","ATLANTA 7.1",-89.3670,40.2581,192,"COCORAHS","132497"
"NH-CR-26","CENTER SANDW",-71.3415,43.8098,217,"COCORAHS","132516"
"NC-HW-2","MAGGIE VALLE",-83.0467,35.5389,1052,"COCORAHS","132521"
"TX-NC-5","NACOGDOCHES",-94.5236,31.6985,111,"COCORAHS","132523"
"TX-BRK-3","FALFURRIAS 8",-98.2058,27.1059,45,"COCORAHS","132526"
"OK-AD-3","WESTVILLE 0.",-94.5716,35.9902,345,"COCORAHS","132533"
"AR-BX-10","MIDWAY 2.0 W",-92.4975,36.3867,254,"COCORAHS","132541"
"MS-JC-22","GAUTIER 4.9",-88.6476,30.4595,5,"COCORAHS","132547"
"OR-MT-33","PORTLAND 0.8",-122.6401,45.5416,48,"COCORAHS","132549"
"AR-LK-6","CARLISLE 3.3",-91.8043,34.7840,69,"COCORAHS","132559"
"ME-KX-6","UNION 3.0 NW",-69.3154,44.2444,167,"COCORAHS","132581"
"TN-FY-5","SOMERVILLE 1",-89.3283,35.2392,112,"COCORAHS","132589"
"WA-WK-1","GRAYS RIVER",-123.6030,46.3447,7,"COCORAHS","132596"
"NJ-OC-17","LACEY TWP 6.",-74.1410,39.8626,1,"COCORAHS","132603"
"NJ-BT-32","TABERNACLE T",-74.7467,39.8378,33,"COCORAHS","132612"
"MO-CS-12","GARDEN CITY",-94.1843,38.6177,269,"COCORAHS","132620"
"NJ-WR-5","HACKETTSTOWN",-74.8403,40.8515,170,"COCORAHS","132632"
"CA-HM-37","MCKINLEYVILL",-124.0337,40.9527,53,"COCORAHS","132642"
"TX-MCM-5","CROSS 1.7 NN",-98.5521,28.6285,98,"COCORAHS","132647"
"SD-MD-9","FAITH 36.3 W",-102.7628,44.9250,800,"COCORAHS","132649"
"WI-PK-7","AMERY 6.5 NN",-92.4078,45.3937,352,"COCORAHS","132672"
"OK-TL-14","TULSA 5.4 SS",-95.8730,36.0572,225,"COCORAHS","132674"
"WY-CM-20","GILLETTE 13.",-105.5962,44.4750,1307,"COCORAHS","132693"
"MA-BA-10","EAST SANDWIC",-70.4179,41.7220,25,"COCORAHS","132721"
"MN-GH-4","NERSTRAND 4.",-92.9792,44.3425,321,"COCORAHS","132728"
"FL-OK-33","DESTIN 1.3 N",-86.4907,30.4025,4,"COCORAHS","132736"
"AZ-PN-49","ORACLE 1.1 W",-110.7894,32.6058,1375,"COCORAHS","132745"
"CA-LA-31","LANCASTER 6.",-118.0659,34.7184,721,"COCORAHS","132797"
"MA-BA-18","WAQUOIT 0.6",-70.5257,41.5818,10,"COCORAHS","132823"
"CA-SN-90","FORESTVILLE",-122.8974,38.4733,61,"COCORAHS","132828"
"AZ-PN-50","SADDLEBROOKE",-110.9023,32.5187,982,"COCORAHS","132910"
"MO-MA-5","PALMYRA 4.5",-91.5641,39.8536,201,"COCORAHS","132911"
"TX-HYS-53","DRIPPING SPR",-98.1064,30.1306,379,"COCORAHS","132923"
"MT-PR-9","BROADUS 9.8",-105.6100,45.4400,1070,"COCORAHS","132961"
"CA-SC-40","LOS GATOS 5.",-121.9875,37.1560,507,"COCORAHS","132974"
"MO-PL-14","DUNNEGAN 2.4",-93.5913,37.7409,312,"COCORAHS","132978"
"TN-PM-31","COOKEVILLE 3",-85.5332,36.1153,319,"COCORAHS","132985"
"TN-BN-2","BIG SANDY 0.",-88.0800,36.2393,132,"COCORAHS","132999"
"TX-HYS-54","WIMBERLEY 5.",-98.1813,30.0215,339,"COCORAHS","133016"
"MO-GY-3","TRENTON 7.8",-93.4576,40.0668,269,"COCORAHS","133020"
"TX-HYS-55","MOUNTAIN CIT",-98.0034,30.0589,287,"COCORAHS","133040"
"KY-MM-3","MOUNT STERLI",-83.9881,38.0655,307,"COCORAHS","133050"
"VA-WLC-2","WILLIAMSBURG",-76.6839,37.2780,22,"COCORAHS","133053"
"TX-PL-18","LIVINGSTON 8",-95.0765,30.6984,48,"COCORAHS","133061"
"TN-BL-15","PIKEVILLE 8.",-85.1812,35.7347,520,"COCORAHS","133065"
"NC-BR-13","SOUTHPORT 5.",-78.1236,33.9393,8,"COCORAHS","133104"
"PA-BD-11","EVERETT 3.9",-78.4381,40.0221,362,"COCORAHS","133111"
"OK-PY-9","GLENCOE 3.0",-96.9810,36.2207,299,"COCORAHS","133114"
"IL-KN-86","ELGIN 7.5 WS",-88.4247,42.0005,280,"COCORAHS","133131"
"MN-HN-30","PLYMOUTH 2.4",-93.4195,45.0406,291,"COCORAHS","133134"
"FL-AL-26","GAINESVILLE",-82.3171,29.6555,53,"COCORAHS","133155"
"MI-WY-38","DETROIT 4.4",-83.0901,42.3200,180,"COCORAHS","133167"
"IN-MG-18","MOORESVILLE",-86.3460,39.6212,228,"COCORAHS","133201"
"IN-TP-29","WEST LAFAYET",-87.0048,40.4483,195,"COCORAHS","133215"
"MN-CG-7","STACY 1.4 NW",-93.0181,45.3950,278,"COCORAHS","133221"
"MN-HN-31","MAPLE GROVE",-93.4579,45.1226,276,"COCORAHS","133236"
"HLNO2","POLECAT CREE",-96.0700,36.0247,-9999,"HYD","133272"
"DUGK1","LITTLE WALNU",-96.9352,37.5883,-9999,"HYD","133274"
"OEMO2","N. CANADIAN",-96.4078,35.4294,-9999,"HYD","134330"
"NELT2","NORTH ELM CR",-97.1100,31.0100,-9999,"HYD","134382"
"NM-LA-7","LOS ALAMOS 6",-106.2183,35.8230,1986,"COCORAHS","134477"
"ROCA4","ROCK CREEK A",-92.3588,34.7241,-9999,"HYD","134517"
"DCMT2","CRAMER CREEK",-102.8931,35.7511,-9999,"HYD","134523"
"BAHK2","BARKLEY HEAD",-88.2228,37.0244,111,"HYD","134529"
"BURG1","CHATTOOGA RI",-83.1194,34.9689,625,"HYD","134533"
"BXBM7","BIXBY",-91.1164,37.6653,422,"HYD","134535"
"HLBK2","S F LITTLE R",-87.4225,36.8492,161,"HYD","134539"
"HLHK2","S F LITTLE R",-87.3519,36.8503,171,"HYD","134540"
"MO-DV-2","JAMESPORT 1.",-93.7809,39.9645,297,"COCORAHS","134706"
"IN-HN-26","GREENFIELD 1",-85.7739,39.7713,272,"COCORAHS","134713"
"MN-MS-5","WARREN 6.6 N",-96.8703,48.2647,252,"COCORAHS","134765"
"MN-SL-5","DULUTH 3.0 N",-92.0637,46.8153,251,"COCORAHS","134794"
"MN-KD-4","PENNOCK 6.7",-95.1526,45.2421,354,"COCORAHS","134820"
"MN-CV-8","WATERTOWN 0.",-93.8489,44.9663,296,"COCORAHS","134835"
"NH-CR-27","TAMWORTH 0.4",-71.2661,43.8645,160,"COCORAHS","134845"
"OH-CY-16","PARMA 1.8 SE",-81.7018,41.3677,335,"COCORAHS","134853"
"IL-WN-26","ROCKFORD 1.5",-89.0359,42.2778,195,"COCORAHS","134858"
"WI-PP-2","STOCKHOLM 3.",-92.2237,44.5179,348,"COCORAHS","134872"
"OH-SH-9","FORT LORAMIE",-84.3375,40.3291,299,"COCORAHS","134876"
"SD-BD-7","HURON 6.8 NN",-98.1740,44.4567,400,"COCORAHS","134887"
"VA-FR-13","HARDY 7.8 SE",-79.7137,37.1500,270,"COCORAHS","134924"
"MN-BN-995","MN-BN-995",-94.1640,45.7430,-9999,"MN","134975"
"MN-CK-998","MN-CK-998",-90.8412,47.5656,-9999,"MN","135074"
"MN-DK-993","MN-DK-993",-93.1164,44.7974,-9999,"MN","135122"
"MN-FT-994","MN-FT-994",-93.9982,43.5795,-9999,"MN","135154"
"MN-HN-955","MN-HN-955",-93.3346,45.0746,-9999,"MN","135232"
"MN-IT-985","MN-IT-985",-93.1754,47.4713,-9999,"MN","135279"
"MN-KB-996","MN-KB-996",-93.3174,45.8245,-9999,"MN","135311"
"MN-MT-990","MN-MT-990",-94.8448,43.5810,-9999,"MN","135453"
"MN-PN-974","MN-PN-974",-92.3939,46.1785,-9999,"MN","135600"
"MN-RS-962","MN-RS-962",-95.4077,48.8940,-9999,"MN","135750"
"MN-SB-998","MN-SB-998",-93.8986,44.5219,-9999,"MN","135816"
"MN-SE-989","MN-SE-989",-93.2962,44.0880,-9999,"MN","135853"
"MN-WG-988","MN-WG-988",-92.8326,44.9708,-9999,"MN","135909"
"MN-WG-973","MN-WG-973",-92.9627,45.0468,-9999,"MN","135920"
"MN-CK-989","MN-CK-989",-90.2679,47.7665,-9999,"MN","135983"
"MN-SE-996","MN-SE-996",-93.3966,43.9133,-9999,"MN","135996"
"NJ-SS-28","MONTAGUE TWP",-74.7808,41.3037,198,"COCORAHS","136270"
"CA-HM-38","KNEELAND 0.4",-123.9985,40.7659,612,"COCORAHS","136273"
"SC-HR-14","MURRELLS INL",-79.0065,33.5995,6,"COCORAHS","136279"
"SC-HR-19","LORIS 1.4 EN",-78.8689,34.0675,33,"COCORAHS","136285"
"MN-HN-958","MN-HN-958",-93.3942,45.0749,-9999,"MN","136315"
"SC-HR-39","SURFSIDE BEA",-78.9673,33.6207,5,"COCORAHS","136730"
"VA-CK-2","BERRYVILLE 0",-77.9886,39.1607,197,"COCORAHS","136787"
"NC-CM-34","HOPE MILLS 8",-78.8817,34.8727,46,"COCORAHS","136811"
"IL-VR-17","HOOPESTON 0.",-87.6854,40.4661,216,"COCORAHS","136832"
"PA-CW-8","SPRINGBORO 3",-80.4254,41.8165,303,"COCORAHS","136833"
"OH-SH-10","RUSSIA 1.3 N",-84.4053,40.2505,306,"COCORAHS","136834"
"SC-GT-9","PAWLEYS ISLA",-79.0832,33.4943,3,"COCORAHS","136858"
"SC-HR-46","MYRTLE BEACH",-78.9729,33.7267,9,"COCORAHS","136872"
"IN-DL-12","YORKTOWN 1.1",-85.4897,40.1865,283,"COCORAHS","136925"
"IL-KN-95","ELGIN 2.5 W",-88.3366,42.0404,250,"COCORAHS","136982"
"WLMS1","WILLIAMSTON",-82.4800,34.6200,-9999,"HYD","137016"
"TN-DV-117","NASHVILLE 5.",-86.7205,36.2224,159,"COCORAHS","137023"
"MN-WD-2","MENAHGA 0.7",-95.1021,46.7569,426,"COCORAHS","137027"
"NC-ON-20","HUBERT 4.9 S",-77.1785,34.6681,9,"COCORAHS","137053"
"VA-SC-1","GATE CITY 6.",-82.5367,36.7217,599,"COCORAHS","137094"
"IL-KN-96","ELBURN 0.3 N",-88.4761,41.8939,261,"COCORAHS","137116"
"SC-FL-6","FLORENCE 5.1",-79.8639,34.1901,44,"COCORAHS","137141"
"CO-EP-210","COLORADO SPR",-104.8115,38.7909,1828,"COCORAHS","137206"
"MN-SH-10","BIG LAKE 5.6",-93.6919,45.4141,297,"COCORAHS","137212"
"NC-MT-7","JAMESVILLE 6",-76.9673,35.7426,12,"COCORAHS","137217"
"IL-CK-180","PARK RIDGE 0",-87.8460,42.0044,194,"COCORAHS","137232"
"UT-SL-86","HOLLADAY 0.7",-111.8318,40.6736,1358,"COCORAHS","137257"
"NC-BC-45","ASHEVILLE 2.",-82.5505,35.6162,660,"COCORAHS","137259"
"TN-WT-14","SPARTA 3.9 S",-85.4700,35.8786,289,"COCORAHS","137277"
"OH-SH-11","HOUSTON 1.3",-84.3247,40.2709,298,"COCORAHS","137287"
"IL-DP-101","AURORA 3.8 S",-88.2377,41.7304,215,"COCORAHS","137291"
"SD-MN-11","HOWARD 5.3 W",-97.6294,44.0050,440,"COCORAHS","137303"
"MA-BA-19","EAST FALMOUT",-70.5687,41.5843,12,"COCORAHS","137323"
"TX-MDN-27","MICO 5.0 E",-98.8410,29.5344,348,"COCORAHS","137382"
"LA-WR-4","MINDEN 2.2 N",-93.2545,32.6386,99,"COCORAHS","137392"
"IN-FD-22","GALENA 3.0 S",-85.8958,38.3228,253,"COCORAHS","137398"
"TX-WK-5","HUNTSVILLE 2",-95.5960,30.7020,119,"COCORAHS","137444"
"AZ-PM-181","TUCSON 15.5",-111.1180,32.3707,648,"COCORAHS","137486"
"AL-MB-60","MOBILE 5.0 W",-88.1818,30.7364,55,"COCORAHS","137531"
"NJ-PS-22","RINGWOOD 3.0",-74.2572,41.0653,186,"COCORAHS","137538"
"OH-CN-10","WILMINGTON 2",-83.8361,39.4745,324,"COCORAHS","137549"
"SC-DR-20","HARTSVILLE 5",-80.1740,34.3473,92,"COCORAHS","137582"
"KS-SM-2","SMITH CENTER",-98.7849,39.7818,549,"COCORAHS","137624"
"MO-CY-16","GLADSTONE 2.",-94.5610,39.2498,277,"COCORAHS","137636"
"TX-TV-135","CREEDMOOR 1.",-97.7493,30.1122,211,"COCORAHS","137655"
"OR-GR-4","CANYON CITY",-119.0900,44.2400,1463,"COCORAHS","137665"
"OH-SH-13","FORT LORAMIE",-84.4154,40.3153,299,"COCORAHS","137670"
"KS-SG-76","WICHITA 4.7",-97.4288,37.6911,407,"COCORAHS","137682"
"MD-MG-63","GAITHERSBURG",-77.1831,39.1781,137,"COCORAHS","137684"
"TX-DN-32","OAK POINT 1.",-97.0031,33.2008,168,"COCORAHS","137687"
"PA-YR-17","YORK 2.5 NNW",-76.7533,39.9965,126,"COCORAHS","137690"
"AZ-MR-326","PHOENIX 6.3",-112.0945,33.3504,400,"COCORAHS","137719"
"TX-HDD-6","GRANBURY 3.9",-97.8146,32.3890,291,"COCORAHS","137738"
"BUSP1G","WESTPORT",-77.9333,41.3667,284,"HYD","137822"
"COWP1G","LAWRENCEVILL",-77.1667,41.9833,-9999,"HYD","137853"
"CRWP1G","CURWENSVILLE",-78.5333,40.9500,355,"HYD","137860"
"RGLN4G","RIEGELSVILLE",-75.1881,40.5933,40,"HYD","138148"
"RTDP1G","HUNTINGDON R",-78.0071,40.4351,-9999,"HYD","138159"
"WITN6G","WHITNEY POIN",-75.9653,42.3418,317,"HYD","138299"
"YRKP1G","YORK",-76.7500,39.9167,119,"HYD","138330"
"ESLC2","CO EAGLE 13",-106.7338,39.4827,2632,"HYD","138376"
"IFLC2","CO RIFLE 23",-108.1267,39.7608,2304,"HYD","138382"
"KRGC2","CO CRAIG 30",-107.6082,40.9479,1982,"HYD","138384"
"MKRC2","CO MEEKER 15",-108.1994,40.0822,1764,"HYD","138389"
"OK-LN-5","CHANDLER 4.6",-96.8604,35.7728,268,"COCORAHS","138417"
"SC-AN-23","ANDERSON 3.7",-82.6846,34.5621,221,"COCORAHS","138418"
"CVDA3","AZ CAMP VERD",-111.8431,34.6136,1046,"HYD","138445"
"EBCG1","MANSFIELD",-83.7703,33.5072,198,"HYD","138451"
"KNTA3","AZ KAYENTA 1",-110.5424,36.6823,2217,"HYD","138471"
"NAGN5","NM NAGEEZI 1",-107.9045,36.0346,1966,"HYD","138485"
"NATG1","NORTHWEST AU",-84.6503,33.8178,268,"HYD","138486"
"PGEA3","AZ PAGE 9 WS",-111.6011,36.8637,992,"HYD","138504"
"RKMG1","ROCKMART",-85.0525,33.9986,223,"HYD","138511"
"WSWG1","WEST SUWANEE",-84.1092,34.0564,274,"HYD","138544"
"SD-BR-23","ABERDEEN 7.5",-98.3718,45.3918,397,"COCORAHS","138662"
"MN-OL-12","ROCHESTER 5.",-92.4680,44.0954,312,"COCORAHS","138826"
"AZ-YV-34","PAULDEN 2.3",-112.4517,34.8559,1348,"COCORAHS","138968"
"FL-PB-31","ROYAL PALM B",-80.3070,26.7140,5,"COCORAHS","139171"
"IL-LS-45","STREATOR 1.3",-88.8529,41.1157,189,"COCORAHS","139287"
"TX-CML-80","NEW BRAUNFEL",-98.0770,29.7879,235,"COCORAHS","139326"
"NJ-SM-34","BRIDGEWATER",-74.5908,40.5733,29,"COCORAHS","139339"
"CO-KW-29","EADS 16.6 SW",-102.9501,38.2799,1314,"COCORAHS","139370"
"WA-BT-13","RICHLAND 0.8",-119.3050,46.2870,122,"COCORAHS","139425"
"CO-DG-167","SEDALIA 6.8",-104.9611,39.3315,1919,"COCORAHS","139426"
"1123721","JELLICOE",-120.3333,49.6667,39,"EC","139467"
"1126510","PRINCETON A",-120.5167,49.4667,31,"EC","139527"
"112G8L1","SUMMERLAND C",-119.6333,49.5667,35,"EC","139553"
"1140876","BILLINGS",-118.2333,49.0167,510,"EC","139574"
"1141455","CASTLEGAR A",-117.6333,49.3000,69,"EC","139577"
"1145442","NELSON NE",-117.2000,49.5833,65,"EC","139607"
"1148705","WARFIELD RCS",-117.7333,49.1167,567,"EC","139627"
"114EMDM","NELSON RIXEN",-117.4000,49.5167,79,"EC","139632"
"1152850","FERNIE",-115.0667,49.4833,89,"EC","139649"
"1157630","SPARWOOD",-114.8833,49.7500,62,"EC","139679"
"1015628","NORTH COWICH",-123.7167,48.8167,47,"EC","141049"
"1011500","CHEMAINUS",-123.7333,48.9333,55,"EC","141580"
"1105669","N VANCOUVER",-123.1167,49.3167,100,"EC","141593"
"10130MN","GALIANO NORT",-123.5667,48.9833,43,"EC","141654"
"1017099","SATURNA CAPM",-123.1167,48.7667,41,"EC","141680"
"1017230","SHAWNIGAN LA",-123.6333,48.6500,50,"EC","141682"
"1017254","SHERINGHAM P",-123.9167,48.3833,53,"EC","141684"
"1018598","VICTORIA UNI",-123.3000,48.4500,28,"EC","141690"
"1018611","VICTORIA GON",-123.3333,48.4167,28,"EC","141692"
"1021830","COMOX A",-124.9000,49.7167,46,"EC","141722"
"1026562","QUALICUM AIR",-124.4000,49.3333,58,"EC","141761"
"1036B06","PORT ALBERNI",-124.9333,49.3167,54,"EC","141807"
"1046391","POWELL RIVER",-124.5000,49.8333,77,"EC","141834"
"10476F0","SQUAMISH",-123.1667,49.7833,112,"EC","141846"
"10253G0","NANAIMO CITY",-123.9833,49.2000,53,"EC","141849"
"1100119","AGASSIZ CS",-121.7667,49.2500,106,"EC","142161"
"1106200","POINT ATKINS",-123.2667,49.3333,77,"EC","142242"
"1106CL2","PORT MOODY G",-122.8833,49.2833,112,"EC","142252"
"1108824","WEST VANCOUV",-123.2000,49.3500,121,"EC","142281"
"1046115","PENDER HARBO",-124.0333,49.6333,65,"EC","142282"
"1108910","WHITE ROCK C",-122.7833,49.0167,13,"EC","142286"
"1113581","HOPE SLIDE",-121.2333,49.2833,70,"EC","142322"
"KS-JF-3","GRANTVILLE 1",-95.5490,39.1051,279,"COCORAHS","142382"
"VT-OG-6","RANDOLPH 0.7",-72.6784,43.9263,223,"COCORAHS","142432"
"NM-SN-52","RIO RANCHO 1",-106.6362,35.2814,1611,"COCORAHS","142455"
"CO-EP-228","COLORADO SPR",-104.7836,38.9004,1949,"COCORAHS","142471"
"CO-EP-234","COLORADO SPR",-104.7816,38.9438,2020,"COCORAHS","142475"
"FL-JK-3","MARIANNA 3.9",-85.1747,30.7737,36,"COCORAHS","142494"
"NM-SN-54","RIO RANCHO 2",-106.6164,35.2698,1568,"COCORAHS","142497"
"PA-SS-16","NEW MILFORD",-75.7111,41.8554,429,"COCORAHS","142507"
"MN-DK-34","FARMINGTON 1",-93.1432,44.6407,275,"COCORAHS","142513"
"MN-NC-3","SAINT PETER",-94.0764,44.2885,296,"COCORAHS","142543"
"IN-FD-23","FLOYDS KNOBS",-85.8951,38.3432,276,"COCORAHS","142555"
"NC-LR-7","KINSTON 4.7",-77.5156,35.2460,11,"COCORAHS","142557"
"MN-SR-9","SARTELL 1.4",-94.1991,45.6018,317,"COCORAHS","142565"
"CO-EP-264","COLORADO SPR",-104.8293,38.7835,1839,"COCORAHS","142567"
"AZ-CN-27","FLAGSTAFF 8.",-111.5343,35.2617,2019,"COCORAHS","142576"
"AZ-PM-184","TUCSON 6.2 E",-110.8200,32.2483,774,"COCORAHS","142591"
"CO-EG-29","GYPSUM 1.9 S",-106.9563,39.6166,1991,"COCORAHS","142592"
"MN-MR-4","LITTLE FALLS",-94.3772,45.9689,336,"COCORAHS","142601"
"SC-AN-25","BELTON 4.1 S",-82.5130,34.4662,233,"COCORAHS","142609"
"TX-DA-36","CEDAR HILL 1",-96.9574,32.5548,239,"COCORAHS","142657"
"FL-GC-8","TRENTON 4.0",-82.8628,29.6563,15,"COCORAHS","142684"
"MD-MG-65","POOLESVILLE",-77.4046,39.1401,113,"COCORAHS","142718"
"03758","DURHAM 11 W",-79.0931,35.9706,171,"WBAN","142737"
"04137","DILLON 18 WS",-113.0058,45.1581,1820,"WBAN","142740"
"04139","DENIO 52 WSW",-119.6358,41.8483,1981,"WBAN","142741"
"04141","COOS BAY 8 S",-124.3186,43.2717,4,"WBAN","142742"
"04236","CORVALLIS 10",-123.3258,44.4186,95,"WBAN","142743"
"13301","CHILLICOTHE",-93.1469,39.8667,254,"WBAN","142744"
"23803","HOLLY SPRING",-89.4347,34.8222,148,"WBAN","142747"
"23906","PORT ARANSAS",-96.8231,28.3044,5,"WBAN","142748"
"23908","JOPLIN 24 N",-94.5828,37.4278,290,"WBAN","142749"
"53150","YOSEMITE VIL",-119.8208,37.7592,2018,"WBAN","142763"
"53152","SANTA BARBAR",-119.8797,34.4142,6,"WBAN","142764"
"53155","WILLIAMS 35",-112.3375,35.7553,1826,"WBAN","142765"
"63868","COURTLAND 2",-87.3461,34.6603,175,"WBAN","142785"
"63891","CLANTON 2 NE",-86.6114,32.8517,178,"WBAN","142789"
"63893","GREENSBORO 2",-87.6225,32.7169,85,"WBAN","142790"
"63895","RUSSELLVILLE",-87.7103,34.4536,220,"WBAN","142791"
"63897","SELMA 6 SSE",-86.9786,32.3350,48,"WBAN","142792"
"63899","BREWTON 3 NN",-87.0517,31.1450,52,"WBAN","142793"
"92821","TITUSVILLE 7",-80.6928,28.6158,1,"WBAN","142799"
"92827","SEBRING 23 S",-81.3689,27.1525,46,"WBAN","142800"
"94085","PIERRE 24 S",-100.3531,44.0194,647,"WBAN","142804"
"03061","CORTEZ 8 SE",-108.5036,37.2553,2449,"WBAN","142806"
"03074","LAS CRUCES 2",-106.7414,32.6136,1319,"WBAN","142809"
"04131","MOOSE 1 NNE",-110.7119,43.6614,1971,"WBAN","142824"
"04138","BRIGHAM CITY",-112.5436,41.6164,1509,"WBAN","142826"
"04237","QUINAULT 4 N",-123.8120,47.5139,87,"WBAN","142829"
"22016","PANTHER JUNC",-103.2092,29.3483,1065,"WBAN","142831"
"23802","THOMASVILLE",-87.7367,31.8814,107,"WBAN","142832"
"53149","TORREY 7 E",-111.2936,38.3028,1891,"WBAN","142848"
"53151","FALLBROOK 5",-117.1903,33.4392,348,"WBAN","142849"
"53154","YUMA 27 ENE",-114.1883,32.8350,189,"WBAN","142850"
"54854","GAYLORD 9 SS",-84.7203,44.9081,445,"WBAN","142864"
"63855","CROSSVILLE 7",-85.1344,36.0139,583,"WBAN","142867"
"63862","VALLEY HEAD",-85.6172,34.5653,311,"WBAN","142869"
"63867","CULLMAN 3 EN",-86.7964,34.1953,244,"WBAN","142870"
"63869","FAIRHOPE 3 N",-87.8758,30.5486,29,"WBAN","142871"
"63894","MUSCLE SHOAL",-87.6400,34.7728,162,"WBAN","142876"
"73803","TALLADEGA 10",-86.0572,33.5722,160,"WBAN","142883"
"93245","BODEGA 6 WSW",-123.0747,38.3208,19,"WBAN","142886"
"94079","WHITMAN 5 EN",-101.4450,42.0681,1140,"WBAN","142887"
"94081","BUFFALO 13 E",-103.3017,45.5161,879,"WBAN","142888"
"94088","SUNDANCE 8 N",-104.4364,44.5169,1765,"WBAN","142890"
"363226","CASHTOWN 1S",-77.3586,39.8692,216,"COOP","142898"
"NY-SV-8","WURTSBORO 0.",-74.4871,41.5739,164,"COCORAHS","142925"
"TN-HL-22","OOLTEWAH 2.0",-85.0905,35.0337,276,"COCORAHS","142939"
"TX-TN-85","SOUTHLAKE 1.",-97.1293,32.9721,176,"COCORAHS","142940"
"NM-QY-20","MCALISTER 3.",-103.8400,34.7065,1445,"COCORAHS","142948"
"MT-PK-12","LIVINGSTON 2",-110.6600,45.3700,1554,"COCORAHS","142954"
"TX-AS-5","SEALY 0.3 WN",-96.1581,29.7757,59,"COCORAHS","142960"
